,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
110,financial control manager,Title posted on Jobillico -Directeur FInancier,"June 05, 2024",2024-07-04,,,"June 05, 2024",Germain Auto,Saint-Raymond (QC),"Salary: $90,000.00 to $150,000.00 annually",8674487,https://www.jobillico.com/en/job-offer/germain-auto/directeur-e-financier-e-/8674487?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Raymond , QC","$ 90,000 to $ 150,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #8674487,Not specified
111,"director, accounting and financial control",Title posted on CareerBeacon -Director of Finance - Maintenance,"June 09, 2024",2024-07-09,,,"June 09, 2024",PAL Technical Services,St. John's (NL),Salary not available,2021172,https://www.careerbeacon.com/en/job/2021172/pal-technical-services/director-of-finance-maintenance/st-john-s?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","St. John's , NL",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2021172,Not specified
112,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 31, 2024",2024-06-29,,,"May 31, 2024",Alliance Recrutement de Personnel,Québec (QC),"Salary: $100,000.00 annually",13913256,https://www.jobillico.com/en/job-offer/alliance-recrutement-de-personnel/controleur-financier/13913256?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC","$ 100,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13913256,In-house position at the agency
113,financial control manager,Title posted on CareerBeacon -Credit & A R Coordinator,"May 20, 2024",2024-06-19,,,"May 20, 2024",BOYNECLARKE LLP,Dartmouth (NS),Salary not available,2030422,https://www.careerbeacon.com/en/job/2030422/boyneclarke-llp/credit-a-r-coordinator/dartmouth?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dartmouth , NS",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2030422,Not specified
114,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 29, 2024",2024-06-27,,,"May 29, 2024",Alévo TALENTS,Québec (QC),"Salary: $100,000.00 to $110,000.00 annually",13681137,https://www.jobillico.com/en/job-offer/alevo-talents/controleur-financier/13681137?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC","$ 100,000 to $ 110,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13681137,In-house position at the agency
115,financial control manager,Title posted on Jobillico -Directeur financier - usagé,"June 12, 2024",2024-07-11,,,"June 12, 2024",ALBI le Géant,Mascouche (QC),Salary not available,13995888,https://www.jobillico.com/en/job-offer/albi-le-geant/directeur-financier-usage/13995888?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Mascouche , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13995888,Not specified
116,controller - financial services,Title posted on Jobillico -Contrôleur financier,"June 12, 2024",2024-07-11,,,"June 12, 2024",Optalent,Québec (QC),Salary not available,13997256,https://www.jobillico.com/en/job-offer/optalent.nTqrGf/controleur-financier/13997256?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13997256,In-house position at the agency
117,controller - financial services,Title posted on Jobillico -Contrôleur financier,"June 11, 2024",2024-07-10,,,"June 11, 2024",Bédard Ressources inc.,Saint-Hubert (QC),Salary not available,13990242,https://www.jobillico.com/en/job-offer/bedard-ressources-inc/controleur-financier/13990242?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Hubert , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13990242,In-house position at the agency
118,controller - financial services,Title posted on Jobillico -Contrôleur financier,"June 11, 2024",2024-07-10,,,"June 11, 2024",Les Pères Nature,Saint-Georges (QC),Salary not available,13989564,https://www.jobillico.com/en/job-offer/les-peres-nature/controleur-financier/13989564?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Georges , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13989564,Not specified
119,controller - financial services,Title posted on Jobillico -Contrôleur financier,"June 10, 2024",2024-07-09,,,"June 10, 2024",Aliments Asta inc.,Saint-Alexandre-de-Kamouraska (QC),Salary not available,13980114,https://www.jobillico.com/en/job-offer/aliments-asta-inc/controleur-e-financier/13980114?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Alexandre-de-Kamouraska , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13980114,Not specified
120,controller - financial services,Title posted on Jobillico -Contrôleur financier,"June 10, 2024",2024-07-09,,,"June 10, 2024",C.A.R.E. Montmagny-L'Islet,Montmagny (QC),Salary not available,13979706,https://www.jobillico.com/en/job-offer/care-centre-d-aide-et-de-recherche-d-emploi-montma/controleur-financier/13979706?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montmagny , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13979706,In-house position at the agency
121,controller - financial services,Title posted on Jobillico -Contrôleur Financier,"June 10, 2024",2024-07-09,,,"June 10, 2024",Alumico Architectural inc.,Montréal (QC),Salary not available,13978011,https://www.jobillico.com/en/job-offer/alumico-architectural-inc/controleur-financier-/13978011?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13978011,Not specified
122,controller - financial services,"Title posted on Jobillico -Contrôleur financier, Groupe Partenaires","June 10, 2024",2024-07-09,,,"June 10, 2024",Garaga inc.,Saint-Georges (QC),Salary not available,13573851,https://www.jobillico.com/en/job-offer/garaga-inc/controleur-financier-groupe-partenaires-/13573851?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Georges , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13573851,Not specified
123,treasurer and controller - finances,Title posted on Jobillico -Contrôleur ? Finances et Comptabilité - Construction CMA,"June 09, 2024",2024-07-08,,,"June 09, 2024",Coefficient RH,Trois-Rivières (QC),Salary not available,13782138,https://www.jobillico.com/en/job-offer/coefficient-rh/controleur-finances-et-comptabilite-construction-cma/13782138?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Trois-Rivières , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13782138,In-house position at the agency
124,financial control manager,Title posted on Jobillico -Directeur financier,"June 07, 2024",2024-07-06,,,"June 07, 2024",Michel Labrecque Électricien/ Newtec,Saint-Bernard (QC),Salary not available,12867709,https://www.jobillico.com/en/job-offer/michel-labrecque-electricien-newtec/directeur-financier/12867709?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Bernard , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #12867709,Not specified
125,nucleonic controller repairer,Title posted on Jobillico -Technicien en réparation électronique,"June 04, 2024",2024-07-03,,,"June 04, 2024",Les Installations Électriques R. Théberge inc.,Compton (QC),Salary not available,13934058,https://www.jobillico.com/en/job-offer/les-installations-electriques-r.-theberg.bWixTo/technicien-en-reparation-electronique/13934058?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Compton , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13934058,Not specified
126,controller - financial services,Title posted on Jobillico -Contrôleur financier,"June 03, 2024",2024-07-02,,,"June 03, 2024",Les Entreprises de Construction Gigari Inc.,Saguenay (QC),Salary not available,13534047,https://www.jobillico.com/en/job-offer/les-entreprises-de-construction-gigari-igDmaXj/controleur-financier/13534047?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saguenay , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13534047,Not specified
127,controller - financial services,Title posted on Jobillico -Contrôleur financier,"June 12, 2024",2024-07-11,,,"June 12, 2024",ALBI le Géant,Repentigny (QC),Salary not available,13997196,https://www.jobillico.com/en/job-offer/albi-le-geant/controleur-financier-/13997196?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Repentigny , QC",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13997196,Not specified
128,controller - financial services,Title posted on Jobillico -Contrôleur financier,"June 01, 2024",2024-06-30,,,"June 01, 2024",BRH,Québec (QC),Salary not available,13719150,https://www.jobillico.com/en/job-offer/brh/controleur-financier/13719150?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13719150,In-house position at the agency
129,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 31, 2024",2024-06-29,,,"May 31, 2024",Écolopeintres,Québec (QC),Salary not available,13918182,https://www.jobillico.com/en/job-offer/ecolopeintres/controleur-financier/13918182?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13918182,Not specified
130,financial control manager,Title posted on Jobillico -Directeur Financier(ère),"May 24, 2024",2024-06-22,,,"May 24, 2024",Element RH,Rimouski (QC),"Salary: $100,000.00 to $130,000.00 annually",13150882,https://www.jobillico.com/en/job-offer/element-rh.rQtvUy/directeur-trice-financier-ere-/13150882?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rimouski , QC","$ 100,000 to $ 130,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13150882,In-house position at the agency
131,controller - financial services,Title posted on Jobillico -Contrôleur financier(ère),"May 24, 2024",2024-06-22,,,"May 24, 2024",Element RH,Rimouski (QC),"Salary: $90,000.00 to $130,000.00 annually",13150291,https://www.jobillico.com/en/job-offer/element-rh.rQtvUy/controleur-euse-financier-ere-/13150291?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rimouski , QC","$ 90,000 to $ 130,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13150291,In-house position at the agency
132,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 30, 2024",2024-06-28,,,"May 30, 2024",Maisons Laprise,Montmagny (QC),Salary not available,13690728,https://www.jobillico.com/en/job-offer/maison-laprise/controleur-financier/13690728?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montmagny , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13690728,Not specified
133,financial control manager,Title posted on Jobillico -Directeur(-trice) financier(-ière) et informatique,"June 12, 2024",2024-07-11,,,"June 12, 2024",Emploi CPA,Montréal (QC),Salary not available,13995228,https://www.jobillico.com/en/job-offer/emploi-cpa/directeur-trice-financier-i-egrave-re-et-informatique/13995228?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13995228,Not specified
134,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 29, 2024",2024-06-27,,,"May 29, 2024",Fonderie Saguenay ltée,Saguenay (QC),Salary not available,13681905,https://www.jobillico.com/en/job-offer/fonderie-saguenay-ltee/controleur-financier/13681905?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saguenay , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13681905,Not specified
135,accounting and financial control chief,Title posted on Jobillico -Contrôleur Financier,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Varennes (QC),"Salary: $80,000.00 to $110,000.00 annually",13979346,https://www.jobillico.com/en/job-offer/fed-finance/contr-244-leur-financier/13979346?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Varennes , QC","$ 80,000 to $ 110,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13979346,Not specified
136,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 27, 2024",2024-06-25,,,"May 27, 2024",Inacre conseil inc.,Magog (QC),Salary not available,13300722,https://www.jobillico.com/en/job-offer/inacre-conseil-inc/controleur-financier/13300722?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Magog , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13300722,In-house position at the agency
137,controller - financial services,Title posted on Jobillico -Coordonnateur(-trice) des services financiers,"June 01, 2024",2024-06-30,,,"June 01, 2024",Emploi CPA,Laval (QC),Salary not available,13925001,https://www.jobillico.com/en/job-offer/emploi-cpa/coordonnateur-trice-des-services-financiers/13925001?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13925001,Not specified
138,financial controller,Title posted on Monster -Contrôleur financier (#),"May 17, 2024",2024-06-17,,,"May 17, 2024",Kenova,Montréal (QC),Salary not available,Z0xmN29yc2JVaUowUlN4bWdQcnRzUT09fr,https://job-openings.monster.ca/contrôleur-financier-3956-montréal-qc-ca-kenova/511273af-9d00-45d5-b304-ee13b8222656?mescoid=1300111001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #Z0xmN29yc2JVaUowUlN4bWdQcnRzUT09fr,Not specified
139,accounting and financial control chief,Title posted on Jobillico -Contrôleur.euse financier.ère,"May 31, 2024",2024-06-29,,,"May 31, 2024",Fed Finance,Laval (QC),"Salary: $65,000.00 to $90,000.00 annually",13918692,https://www.jobillico.com/en/job-offer/fed-finance/contr-244-leur.euse-financier.-232-re/13918692?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC","$ 65,000 to $ 90,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13918692,Not specified
140,accounting and financial control chief,Title posted on Jobillico -Contrôleur Financier,"May 31, 2024",2024-06-29,,,"May 31, 2024",Fed Finance,Boucherville (QC),"Salary: $90,000.00 to $100,000.00 annually",13918569,https://www.jobillico.com/en/job-offer/fed-finance/contr-244-leur-financier/13918569?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Boucherville , QC","$ 90,000 to $ 100,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13918569,Not specified
141,accounting and financial control chief,Title posted on Jobillico -Contrôleur financier,"May 31, 2024",2024-06-29,,,"May 31, 2024",Fed Finance,Saint-Hyacinthe (QC),"Salary: $90,000.00 to $120,000.00 annually",13918722,https://www.jobillico.com/en/job-offer/fed-finance/contr-244-leur-financier/13918722?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Hyacinthe , QC","$ 90,000 to $ 120,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13918722,Not specified
142,controller - financial services,Title posted on Jobillico -Contrôleur financier(ère),"May 20, 2024",2024-06-18,,,"May 20, 2024",Element RH,Matane (QC),"Salary: $60,000.00 to $100,000.00 annually",11902687,https://www.jobillico.com/en/job-offer/element-rh.rQtvUy/controleur-euse-financier-ere-/11902687?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Matane , QC","$ 60,000 to $ 100,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #11902687,In-house position at the agency
143,"chartered professional accountant, chartered accountant (CPA, CA)",Title posted on JobsMedia.ca -Financial Controller (#),"May 16, 2024",2024-06-15,,,"May 16, 2024",Kenova,Montréal (QC),Salary not available,103752,https://comptafinance.com/en/offer/financial-controller-3960/103752?utm_campaign=jobbank_jobs_apply&utm_source=jobbank_jobs_apply&utm_medium=organic,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,JobsMedia.ca #103752,Not specified
144,financial control manager,Title posted on Jobillico -Directeur financier,"May 24, 2024",2024-06-22,,,"May 24, 2024",Force Kia,Québec (QC),Salary not available,789046,https://www.jobillico.com/en/job-offer/force-kia/directeur-financier/789046?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #789046,Not specified
145,controller - financial services,Title posted on Jobillico -Contrôleur,"May 25, 2024",2024-06-23,,,"May 25, 2024",PME Partenaires,Saint-Victor (QC),Salary not available,13663860,https://www.jobillico.com/en/job-offer/pme-partenaires/controleur/13663860?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Victor , QC",Not available,Permanent employment,Starts as soon as possible,1 vacancy,Jobillico #13663860,In-house position at the agency
146,"controller - financial, communications and other business services",,"May 29, 2024",2024-06-28,Job Bank,This job posting is advertised by a recruitment agency on behalf of the employer.,"May 29, 2024",MountainCrest Personnel Inc,Richmond (BC),"Salary: $90,000.00 to $120,000.00 annually (to be negotiated)",2936965,,"{'Language Requirement': 'English', 'Experience Requirement': '5 years or more', 'Benefits': []}","Richmond , BC","$ 90,000 to $ 120,000 YEAR annually (To be negotiated) / 40 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2936965,Permanent placement opportunity
147,"chief, accounting and financial control","Title posted on CareerBeacon -Chef de service, Gestion des capitaux et des risques","June 11, 2024",2024-07-11,,,"June 11, 2024",Medavie Blue Cross,Location,Salary not available,2023182,https://www.careerbeacon.com/en/job/2023182/medavie-blue-cross/chef-de-service-gestion-des-capitaux-et-des-risques?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Unknown,Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2023182,Not specified
148,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 20, 2024",2024-06-18,,,"May 20, 2024",Groupe Conseils MCG,Saint-Stanislas-de-Champlain (QC),Salary not available,13028859,https://www.jobillico.com/en/job-offer/groupe-conseils-mcg/controleur-financier/13028859?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Stanislas-de-Champlain , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13028859,In-house position at the agency
149,accounting and financial control chief,Title posted on Jobillico -Contrôleur(-euse) financier(-ère),"June 12, 2024",2024-07-11,,,"June 12, 2024",Emploi CPA,Saint-Hyacinthe (QC),Salary not available,13795611,https://www.jobillico.com/en/job-offer/emploi-cpa/contr-ocirc-leur-euse-financier-egrave-re-/13795611?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Hyacinthe , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13795611,Not specified
150,accounting and financial control chief,Title posted on Jobillico -Chef des services financiers - Projet,"June 11, 2024",2024-07-10,,,"June 11, 2024",Air Canada,Dorval (QC),Salary not available,13990266,https://www.jobillico.com/en/job-offer/air-canada/chef-des-services-financiers-projet/13990266?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dorval , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13990266,Not specified
151,accounting and financial control chief,Title posted on Jobillico -Contrôleur(-euse) financier(-ère),"June 10, 2024",2024-07-09,,,"June 10, 2024",Emploi CPA,Mascouche (QC),Salary not available,13982154,https://www.jobillico.com/en/job-offer/emploi-cpa/contr-ocirc-leur-euse-financier-egrave-re-/13982154?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Mascouche , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13982154,Not specified
152,accounting and financial control chief,Title posted on Jobillico -Contrôleur(-euse) financier(-ère),"June 08, 2024",2024-07-07,,,"June 08, 2024",Emploi CPA,Québec (QC),Salary not available,13975020,https://www.jobillico.com/en/job-offer/emploi-cpa/contr-ocirc-leur-euse-financier-egrave-re-/13975020?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13975020,Not specified
153,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 18, 2024",2024-06-16,,,"May 18, 2024",Damabois inc.,Saint-Damase-de-Matapédia (QC),Salary not available,12161345,https://www.jobillico.com/en/job-offer/damabois-inc/controleur-financier/12161345?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Damase-de-Matapédia , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #12161345,Not specified
154,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 18, 2024",2024-06-16,,,"May 18, 2024",Interconnexions LD,Trois-Rivières (QC),Salary not available,13615215,https://www.jobillico.com/en/job-offer/interconnexions-ld-quebec/controleur-financier/13615215?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Trois-Rivières , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13615215,Not specified
155,logging company corporate controller,Title posted on Jobillico -Responsable planification forestière,"May 28, 2024",2024-06-26,,,"May 28, 2024",Groupe Lebel inc.,Rivière-du-Loup (QC),Salary not available,13558482,https://www.jobillico.com/en/job-offer/groupe-lebel-inc.tYdzNa/responsable-planification-forestiere/13558482?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rivière-du-Loup , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13558482,Not specified
156,controller - financial services,Title posted on Jobillico -Contrôleur,"May 17, 2024",2024-06-15,,,"May 17, 2024",Lignum Veneer,Victoriaville (QC),Salary not available,13423371,https://www.jobillico.com/en/job-offer/lignum-veneer.dUasHs/controleur/13423371?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Victoriaville , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13423371,Not specified
157,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 16, 2024",2024-06-14,,,"May 16, 2024",AMT moulage inc.,Rimouski (QC),Salary not available,4596391,https://www.jobillico.com/en/job-offer/amt-moulage-inc/controleur-financier/4596391?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rimouski , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #4596391,Not specified
158,controller - financial services,Title posted on Jobillico -Contrôleur financier,"May 16, 2024",2024-06-14,,,"May 16, 2024",AMT moulage inc.,Rivière-du-Loup (QC),Salary not available,4596393,https://www.jobillico.com/en/job-offer/amt-moulage-inc/controleur-financier/4596393?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rivière-du-Loup , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #4596393,Not specified
159,accounting and financial control chief,Title posted on Jobillico -Contrôleur(-euse) financier(-ère) adjoint(-e),"May 31, 2024",2024-06-29,,,"May 31, 2024",Emploi CPA,La Tuque (QC),Salary not available,13916241,https://www.jobillico.com/en/job-offer/emploi-cpa/contr-ocirc-leur-euse-financier-egrave-re-adjoint-e-/13916241?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","La Tuque , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13916241,Not specified
160,accounting and financial control chief,Title posted on Jobillico -Contrôleur(-euse) financier(-ère),"May 29, 2024",2024-06-27,,,"May 29, 2024",Emploi CPA,Saguenay (QC),Salary not available,13898736,https://www.jobillico.com/en/job-offer/emploi-cpa/contr-ocirc-leur-euse-financier-egrave-re-/13898736?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saguenay , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13898736,Not specified
161,audit and compliance director,Title posted on Jobillico -Audit Director,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Laval (QC),"Salary: $90,000.00 to $110,000.00 annually",13980732,https://www.jobillico.com/en/job-offer/fed-finance/audit-director/13980732?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC","$ 90,000 to $ 110,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13980732,Not specified
162,audit and compliance director,Title posted on Jobillico -Audit Director,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Montréal (QC),"Salary: $95,000.00 to $120,000.00 annually",13980675,https://www.jobillico.com/en/job-offer/fed-finance/audit-director/13980675?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC","$ 95,000 to $ 120,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13980675,Not specified
163,finance manager,"Title posted on indeed.com -Manager, Finance","June 08, 2024",Not specified,,,"June 08, 2024",Ronald McDonald House Charities Southwestern Ontario,London (ON),"Salary: $55,000.00 to $65,000.00 annually",9314909122,https://ca.indeed.com/viewjob?jk=edea3c01fc92671c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","London , ON","$ 55,000 to $ 65,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9314909122,Not specified
